class_col,class_value,pos_4gram,freq,rank
Region,Veracruz,"('DET', 'NOUN', 'ADP', 'NOUN')",48,4
Region,Veracruz,"('DET', 'NOUN', 'ADP', 'DET')",36,5
Region,Veracruz,"('ADP', 'DET', 'NOUN', 'ADP')",33,6
Region,Veracruz,"('DET', 'NOUN', 'AUX', 'ADJ')",32,7
Region,Veracruz,"('ADJ', 'ADP', 'DET', 'NOUN')",30,8
Region,Veracruz,"('NOUN', 'PUNCT', 'DET', 'NOUN')",28,9
Region,Veracruz,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",28,10
Region,Veracruz,"('DET', 'NOUN', 'PRON', 'VERB')",26,11
Region,Veracruz,"('NOUN', 'ADP', 'NOUN', 'ADP')",24,12
Region,Veracruz,"('ADP', 'DET', 'NOUN', 'ADJ')",23,13
Region,Veracruz,"('ADJ', 'PUNCT', 'DET', 'NOUN')",22,14
Region,Veracruz,"('VERB', 'DET', 'NOUN', 'PUNCT')",21,15
Region,Veracruz,"('DET', 'NOUN', 'ADJ', 'PUNCT')",20,16
Region,Veracruz,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",19,17
Region,Veracruz,"('NOUN', 'CCONJ', 'DET', 'NOUN')",19,18
Region,Veracruz,"('PRON', 'VERB', 'ADP', 'DET')",19,19
Region,Veracruz,"('PUNCT', 'DET', 'NOUN', 'AUX')",19,20
Region,Yucatan,"('NOUN', 'ADP', 'DET', 'NOUN')",308,1
Region,Yucatan,"('ADP', 'DET', 'NOUN', 'PUNCT')",281,2
Region,Yucatan,"('ADP', 'DET', 'NOUN', 'ADP')",233,3
Region,Yucatan,"('DET', 'NOUN', 'ADP', 'NOUN')",213,4
Region,Yucatan,"('VERB', 'ADP', 'DET', 'NOUN')",213,5
Region,Yucatan,"('DET', 'NOUN', 'ADP', 'DET')",191,6
Region,Yucatan,"('NOUN', 'PUNCT', 'DET', 'NOUN')",179,7
Region,Yucatan,"('PUNCT', 'DET', 'NOUN', 'AUX')",141,8
Region,Yucatan,"('DET', 'NOUN', 'AUX', 'ADJ')",137,9
Region,Yucatan,"('ADJ', 'ADP', 'DET', 'NOUN')",136,10
Region,Yucatan,"('ADJ', 'PUNCT', 'DET', 'NOUN')",132,11
Region,Yucatan,"('ADP', 'DET', 'NOUN', 'ADJ')",130,12
Region,Yucatan,"('VERB', 'DET', 'NOUN', 'ADP')",125,13
Region,Yucatan,"('DET', 'NOUN', 'ADJ', 'PUNCT')",112,14
Region,Yucatan,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",106,15
Region,Yucatan,"('VERB', 'DET', 'NOUN', 'PUNCT')",99,16
Region,Yucatan,"('DET', 'NOUN', 'PUNCT', 'DET')",97,17
Region,Yucatan,"('PRON', 'VERB', 'DET', 'NOUN')",96,18
Region,Yucatan,"('DET', 'NOUN', 'ADJ', 'ADP')",93,19
Region,Yucatan,"('DET', 'NOUN', 'AUX', 'ADV')",92,20
