class_col,class_value,pos_4gram,freq,rank
Town,Malinalco,"('PUNCT', 'DET', 'NOUN', 'ADP')",6,17
Town,Malinalco,"('DET', 'NOUN', 'PRON', 'VERB')",6,18
Town,Malinalco,"('DET', 'NOUN', 'PUNCT', 'DET')",6,19
Town,Malinalco,"('NOUN', 'PUNCT', 'VERB', 'DET')",5,20
Town,Mazunte,"('VERB', 'ADP', 'DET', 'NOUN')",23,1
Town,Mazunte,"('NOUN', 'ADP', 'DET', 'NOUN')",18,2
Town,Mazunte,"('ADP', 'DET', 'NOUN', 'ADP')",17,3
Town,Mazunte,"('ADP', 'DET', 'NOUN', 'PUNCT')",15,4
Town,Mazunte,"('NOUN', 'PUNCT', 'DET', 'NOUN')",13,5
Town,Mazunte,"('DET', 'NOUN', 'ADP', 'NOUN')",12,6
Town,Mazunte,"('DET', 'NOUN', 'ADP', 'DET')",12,7
Town,Mazunte,"('ADP', 'DET', 'NOUN', 'CCONJ')",11,8
Town,Mazunte,"('VERB', 'DET', 'NOUN', 'ADP')",9,9
Town,Mazunte,"('NOUN', 'ADP', 'NOUN', 'ADP')",9,10
Town,Mazunte,"('PUNCT', 'DET', 'NOUN', 'AUX')",9,11
Town,Mazunte,"('DET', 'NOUN', 'AUX', 'ADJ')",9,12
Town,Mazunte,"('DET', 'NOUN', 'ADV', 'ADJ')",8,13
Town,Mazunte,"('ADJ', 'ADP', 'DET', 'NOUN')",8,14
Town,Mazunte,"('ADJ', 'PUNCT', 'DET', 'NOUN')",8,15
Town,Mazunte,"('ADP', 'NOUN', 'ADP', 'NOUN')",7,16
Town,Mazunte,"('PRON', 'VERB', 'ADP', 'DET')",7,17
Town,Mazunte,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",7,18
Town,Mazunte,"('DET', 'NOUN', 'PRON', 'VERB')",7,19
Town,Mazunte,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",7,20
Town,Metepec,"('DET', 'NOUN', 'ADP', 'NOUN')",39,1
Town,Metepec,"('NOUN', 'ADP', 'DET', 'NOUN')",39,2
Town,Metepec,"('ADP', 'DET', 'NOUN', 'PUNCT')",32,3
Town,Metepec,"('ADJ', 'PUNCT', 'DET', 'NOUN')",32,4
Town,Metepec,"('DET', 'NOUN', 'AUX', 'ADJ')",31,5
Town,Metepec,"('VERB', 'ADP', 'DET', 'NOUN')",26,6
Town,Metepec,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",26,7
Town,Metepec,"('PUNCT', 'DET', 'NOUN', 'ADP')",24,8
Town,Metepec,"('PUNCT', 'DET', 'NOUN', 'AUX')",23,9
Town,Metepec,"('DET', 'NOUN', 'AUX', 'ADV')",23,10
Town,Metepec,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",22,11
Town,Metepec,"('DET', 'NOUN', 'ADP', 'DET')",22,12
Town,Metepec,"('NOUN', 'AUX', 'ADV', 'ADJ')",22,13
Town,Metepec,"('DET', 'NOUN', 'ADJ', 'PUNCT')",21,14
Town,Metepec,"('NOUN', 'PUNCT', 'DET', 'NOUN')",18,15
Town,Metepec,"('VERB', 'DET', 'NOUN', 'ADP')",18,16
Town,Metepec,"('PRON', 'VERB', 'DET', 'NOUN')",18,17
Town,Metepec,"('AUX', 'ADV', 'ADJ', 'PUNCT')",18,18
Town,Metepec,"('NOUN', 'CCONJ', 'DET', 'NOUN')",18,19
Town,Metepec,"('ADP', 'DET', 'NOUN', 'ADP')",17,20
Town,Orizaba,"('NOUN', 'ADP', 'DET', 'NOUN')",50,1
Town,Orizaba,"('ADP', 'DET', 'NOUN', 'PUNCT')",46,2
Town,Orizaba,"('VERB', 'ADP', 'DET', 'NOUN')",43,3
Town,Orizaba,"('DET', 'NOUN', 'ADP', 'NOUN')",41,4
Town,Orizaba,"('DET', 'NOUN', 'ADP', 'DET')",29,5
Town,Orizaba,"('ADJ', 'ADP', 'DET', 'NOUN')",27,6
Town,Orizaba,"('ADP', 'DET', 'NOUN', 'ADP')",27,7
Town,Orizaba,"('DET', 'NOUN', 'AUX', 'ADJ')",26,8
Town,Orizaba,"('NOUN', 'PUNCT', 'DET', 'NOUN')",25,9
Town,Orizaba,"('DET', 'NOUN', 'PRON', 'VERB')",22,10
Town,Orizaba,"('VERB', 'DET', 'NOUN', 'PUNCT')",21,11
Town,Orizaba,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",21,12
Town,Orizaba,"('ADP', 'DET', 'NOUN', 'ADJ')",20,13
Town,Orizaba,"('NOUN', 'ADP', 'NOUN', 'ADP')",20,14
Town,Orizaba,"('ADJ', 'PUNCT', 'DET', 'NOUN')",17,15
Town,Orizaba,"('ADP', 'DET', 'NOUN', 'CCONJ')",17,16
Town,Orizaba,"('PUNCT', 'DET', 'NOUN', 'AUX')",17,17
Town,Orizaba,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",16,18
Town,Orizaba,"('NOUN', 'CCONJ', 'DET', 'NOUN')",16,19
Town,Orizaba,"('DET', 'NOUN', 'ADJ', 'PUNCT')",16,20
Town,Palenque,"('NOUN', 'ADP', 'DET', 'NOUN')",267,1
Town,Palenque,"('ADP', 'DET', 'NOUN', 'PUNCT')",217,2
Town,Palenque,"('DET', 'NOUN', 'ADP', 'DET')",180,3
Town,Palenque,"('DET', 'NOUN', 'ADP', 'NOUN')",179,4
Town,Palenque,"('ADP', 'DET', 'NOUN', 'ADP')",175,5
Town,Palenque,"('VERB', 'ADP', 'DET', 'NOUN')",166,6
Town,Palenque,"('NOUN', 'PUNCT', 'DET', 'NOUN')",137,7
Town,Palenque,"('VERB', 'DET', 'NOUN', 'ADP')",127,8
Town,Palenque,"('DET', 'NOUN', 'AUX', 'ADJ')",108,9
Town,Palenque,"('PUNCT', 'DET', 'NOUN', 'AUX')",104,10
Town,Palenque,"('ADJ', 'PUNCT', 'DET', 'NOUN')",102,11
Town,Palenque,"('ADJ', 'ADP', 'DET', 'NOUN')",95,12
Town,Palenque,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",93,13
Town,Palenque,"('DET', 'NOUN', 'ADJ', 'PUNCT')",85,14
Town,Palenque,"('DET', 'NOUN', 'PUNCT', 'DET')",82,15
Town,Palenque,"('ADP', 'DET', 'NOUN', 'CCONJ')",77,16
Town,Palenque,"('ADP', 'DET', 'NOUN', 'ADJ')",77,17
Town,Palenque,"('PRON', 'VERB', 'DET', 'NOUN')",76,18
Town,Palenque,"('VERB', 'DET', 'NOUN', 'PUNCT')",75,19
Town,Palenque,"('DET', 'NOUN', 'AUX', 'ADV')",71,20
Town,Parras,"('DET', 'NOUN', 'ADP', 'NOUN')",23,1
Town,Parras,"('NOUN', 'ADP', 'DET', 'NOUN')",19,2
Town,Parras,"('ADP', 'DET', 'NOUN', 'PUNCT')",16,3
Town,Parras,"('VERB', 'DET', 'NOUN', 'ADP')",16,4
Town,Parras,"('NOUN', 'PUNCT', 'DET', 'NOUN')",15,5
Town,Parras,"('DET', 'NOUN', 'ADP', 'DET')",13,6
Town,Parras,"('VERB', 'DET', 'NOUN', 'PUNCT')",12,7
Town,Parras,"('NOUN', 'ADP', 'NOUN', 'CCONJ')",12,8
Town,Parras,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",12,9
Town,Parras,"('ADP', 'DET', 'NOUN', 'ADP')",11,10
Town,Parras,"('PUNCT', 'DET', 'NOUN', 'ADP')",11,11
Town,Parras,"('ADJ', 'PUNCT', 'DET', 'NOUN')",11,12
Town,Parras,"('DET', 'NOUN', 'PUNCT', 'DET')",10,13
Town,Parras,"('VERB', 'ADP', 'DET', 'NOUN')",10,14
Town,Parras,"('DET', 'NOUN', 'AUX', 'ADJ')",9,15
Town,Parras,"('PRON', 'VERB', 'DET', 'NOUN')",7,16
Town,Parras,"('DET', 'NOUN', 'ADP', 'VERB')",6,17
Town,Parras,"('ADP', 'VERB', 'DET', 'NOUN')",6,18
Town,Parras,"('ADJ', 'ADP', 'NOUN', 'PUNCT')",6,19
Town,Parras,"('ADP', 'NOUN', 'CCONJ', 'NOUN')",6,20
Town,Patzcuaro,"('NOUN', 'ADP', 'DET', 'NOUN')",96,1
Town,Patzcuaro,"('DET', 'NOUN', 'ADP', 'NOUN')",83,2
Town,Patzcuaro,"('ADP', 'DET', 'NOUN', 'ADP')",63,3
Town,Patzcuaro,"('DET', 'NOUN', 'ADP', 'DET')",61,4
Town,Patzcuaro,"('VERB', 'ADP', 'DET', 'NOUN')",59,5
Town,Patzcuaro,"('ADP', 'DET', 'NOUN', 'PUNCT')",59,6
Town,Patzcuaro,"('ADJ', 'PUNCT', 'DET', 'NOUN')",51,7
Town,Patzcuaro,"('VERB', 'DET', 'NOUN', 'ADP')",48,8
Town,Patzcuaro,"('NOUN', 'PUNCT', 'DET', 'NOUN')",47,9
Town,Patzcuaro,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",46,10
Town,Patzcuaro,"('NOUN', 'ADP', 'NOUN', 'ADP')",40,11
Town,Patzcuaro,"('DET', 'NOUN', 'ADV', 'ADJ')",38,12
Town,Patzcuaro,"('ADP', 'NOUN', 'ADP', 'NOUN')",37,13
Town,Patzcuaro,"('PRON', 'VERB', 'DET', 'NOUN')",36,14
Town,Patzcuaro,"('ADP', 'DET', 'NOUN', 'ADJ')",34,15
Town,Patzcuaro,"('ADP', 'NOUN', 'ADP', 'DET')",33,16
Town,Patzcuaro,"('PUNCT', 'DET', 'NOUN', 'AUX')",33,17
Town,Patzcuaro,"('DET', 'NOUN', 'ADJ', 'PUNCT')",31,18
Town,Patzcuaro,"('ADJ', 'ADP', 'DET', 'NOUN')",30,19
Town,Patzcuaro,"('DET', 'NOUN', 'ADJ', 'ADP')",29,20
Town,Real_de_Catorce,"('DET', 'NOUN', 'ADP', 'NOUN')",11,1
Town,Real_de_Catorce,"('NOUN', 'PUNCT', 'DET', 'NOUN')",8,2
Town,Real_de_Catorce,"('NOUN', 'ADP', 'DET', 'NOUN')",7,3
Town,Real_de_Catorce,"('VERB', 'DET', 'NOUN', 'ADP')",6,4
Town,Real_de_Catorce,"('NOUN', 'ADP', 'NOUN', 'ADP')",6,5
Town,Real_de_Catorce,"('DET', 'NOUN', 'ADP', 'DET')",5,6
Town,Real_de_Catorce,"('VERB', 'ADP', 'DET', 'NOUN')",5,7
Town,Real_de_Catorce,"('DET', 'NOUN', 'PUNCT', 'DET')",5,8
Town,Real_de_Catorce,"('PUNCT', 'ADP', 'DET', 'NOUN')",4,9
Town,Real_de_Catorce,"('AUX', 'DET', 'NOUN', 'ADJ')",4,10
Town,Real_de_Catorce,"('DET', 'NOUN', 'ADJ', 'ADP')",4,11
Town,Real_de_Catorce,"('ADP', 'DET', 'NOUN', 'ADP')",4,12
Town,Real_de_Catorce,"('DET', 'NOUN', 'PRON', 'VERB')",4,13
Town,Real_de_Catorce,"('PRON', 'VERB', 'DET', 'NOUN')",4,14
Town,Real_de_Catorce,"('CCONJ', 'VERB', 'DET', 'NOUN')",4,15
Town,Real_de_Catorce,"('PRON', 'VERB', 'ADP', 'DET')",4,16
Town,Real_de_Catorce,"('NOUN', 'ADP', 'NOUN', 'CCONJ')",4,17
Town,Real_de_Catorce,"('PUNCT', 'DET', 'NOUN', 'ADP')",4,18
Town,Real_de_Catorce,"('VERB', 'DET', 'NOUN', 'PUNCT')",4,19
Town,Real_de_Catorce,"('DET', 'NOUN', 'AUX', 'DET')",3,20
Town,San_Cristobal_de_las_Casas,"('NOUN', 'ADP', 'DET', 'NOUN')",275,1
Town,San_Cristobal_de_las_Casas,"('DET', 'NOUN', 'ADP', 'NOUN')",215,2
Town,San_Cristobal_de_las_Casas,"('ADP', 'DET', 'NOUN', 'PUNCT')",187,3
Town,San_Cristobal_de_las_Casas,"('ADP', 'DET', 'NOUN', 'ADP')",171,4
Town,San_Cristobal_de_las_Casas,"('DET', 'NOUN', 'ADP', 'DET')",169,5
Town,San_Cristobal_de_las_Casas,"('NOUN', 'PUNCT', 'DET', 'NOUN')",159,6
Town,San_Cristobal_de_las_Casas,"('DET', 'NOUN', 'AUX', 'ADJ')",148,7
Town,San_Cristobal_de_las_Casas,"('PUNCT', 'DET', 'NOUN', 'AUX')",148,8
Town,San_Cristobal_de_las_Casas,"('VERB', 'ADP', 'DET', 'NOUN')",146,9
Town,San_Cristobal_de_las_Casas,"('ADJ', 'PUNCT', 'DET', 'NOUN')",136,10
Town,San_Cristobal_de_las_Casas,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",131,11
Town,San_Cristobal_de_las_Casas,"('VERB', 'DET', 'NOUN', 'ADP')",121,12
Town,San_Cristobal_de_las_Casas,"('DET', 'NOUN', 'ADJ', 'PUNCT')",108,13
Town,San_Cristobal_de_las_Casas,"('DET', 'NOUN', 'AUX', 'ADV')",101,14
Town,San_Cristobal_de_las_Casas,"('ADJ', 'ADP', 'DET', 'NOUN')",98,15
Town,San_Cristobal_de_las_Casas,"('VERB', 'DET', 'NOUN', 'PUNCT')",98,16
Town,San_Cristobal_de_las_Casas,"('ADP', 'DET', 'NOUN', 'ADJ')",97,17
Town,San_Cristobal_de_las_Casas,"('NOUN', 'AUX', 'ADV', 'ADJ')",93,18
Town,San_Cristobal_de_las_Casas,"('DET', 'NOUN', 'PUNCT', 'DET')",91,19
Town,San_Cristobal_de_las_Casas,"('PRON', 'VERB', 'DET', 'NOUN')",90,20
Town,Sayulita,"('ADP', 'DET', 'NOUN', 'PUNCT')",237,1
Town,Sayulita,"('NOUN', 'ADP', 'DET', 'NOUN')",231,2
Town,Sayulita,"('DET', 'NOUN', 'ADP', 'NOUN')",170,3
Town,Sayulita,"('VERB', 'ADP', 'DET', 'NOUN')",158,4
Town,Sayulita,"('DET', 'NOUN', 'ADP', 'DET')",151,5
Town,Sayulita,"('ADP', 'DET', 'NOUN', 'ADP')",150,6
Town,Sayulita,"('NOUN', 'PUNCT', 'DET', 'NOUN')",110,7
Town,Sayulita,"('ADJ', 'ADP', 'DET', 'NOUN')",106,8
Town,Sayulita,"('VERB', 'DET', 'NOUN', 'ADP')",93,9
Town,Sayulita,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",90,10
Town,Sayulita,"('PUNCT', 'DET', 'NOUN', 'AUX')",88,11
Town,Sayulita,"('ADJ', 'PUNCT', 'DET', 'NOUN')",84,12
Town,Sayulita,"('DET', 'NOUN', 'ADJ', 'PUNCT')",80,13
Town,Sayulita,"('DET', 'NOUN', 'AUX', 'ADJ')",79,14
Town,Sayulita,"('ADP', 'DET', 'NOUN', 'ADJ')",78,15
Town,Sayulita,"('VERB', 'DET', 'NOUN', 'PUNCT')",72,16
Town,Sayulita,"('ADP', 'DET', 'NOUN', 'CCONJ')",63,17
Town,Sayulita,"('DET', 'NOUN', 'PUNCT', 'DET')",61,18
Town,Sayulita,"('NOUN', 'ADP', 'NOUN', 'ADP')",58,19
Town,Sayulita,"('DET', 'NOUN', 'AUX', 'ADV')",57,20
Town,Tapalpa,"('NOUN', 'ADP', 'DET', 'NOUN')",19,1
Town,Tapalpa,"('DET', 'NOUN', 'ADP', 'NOUN')",18,2
Town,Tapalpa,"('VERB', 'ADP', 'DET', 'NOUN')",16,3
Town,Tapalpa,"('DET', 'NOUN', 'ADP', 'DET')",14,4
Town,Tapalpa,"('ADP', 'DET', 'NOUN', 'PUNCT')",14,5
Town,Tapalpa,"('ADP', 'DET', 'NOUN', 'ADP')",12,6
Town,Tapalpa,"('VERB', 'DET', 'NOUN', 'PUNCT')",10,7
Town,Tapalpa,"('NOUN', 'CCONJ', 'DET', 'NOUN')",7,8
Town,Tapalpa,"('ADP', 'DET', 'NOUN', 'CCONJ')",7,9
Town,Tapalpa,"('PRON', 'VERB', 'DET', 'NOUN')",7,10
Town,Tapalpa,"('VERB', 'DET', 'NOUN', 'ADP')",7,11
Town,Tapalpa,"('ADP', 'VERB', 'DET', 'NOUN')",7,12
Town,Tapalpa,"('VERB', 'DET', 'NOUN', 'CCONJ')",7,13
Town,Tapalpa,"('ADJ', 'PUNCT', 'DET', 'NOUN')",7,14
Town,Tapalpa,"('ADJ', 'ADP', 'DET', 'NOUN')",7,15
Town,Tapalpa,"('PRON', 'VERB', 'ADP', 'VERB')",6,16
Town,Tapalpa,"('NOUN', 'AUX', 'ADV', 'ADJ')",6,17
Town,Tapalpa,"('NOUN', 'PUNCT', 'DET', 'NOUN')",6,18
Town,Tapalpa,"('DET', 'NOUN', 'PUNCT', 'DET')",6,19
Town,Tapalpa,"('NOUN', 'ADP', 'NOUN', 'CCONJ')",5,20
Town,Taxco,"('NOUN', 'ADP', 'DET', 'NOUN')",133,1
Town,Taxco,"('ADP', 'DET', 'NOUN', 'PUNCT')",110,2
Town,Taxco,"('DET', 'NOUN', 'ADP', 'NOUN')",92,3
Town,Taxco,"('ADP', 'DET', 'NOUN', 'ADP')",89,4
Town,Taxco,"('DET', 'NOUN', 'ADP', 'DET')",78,5
Town,Taxco,"('VERB', 'ADP', 'DET', 'NOUN')",76,6
Town,Taxco,"('NOUN', 'PUNCT', 'DET', 'NOUN')",75,7
Town,Taxco,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",57,8
Town,Taxco,"('DET', 'NOUN', 'AUX', 'ADJ')",53,9
Town,Taxco,"('ADJ', 'PUNCT', 'DET', 'NOUN')",50,10
Town,Taxco,"('PUNCT', 'DET', 'NOUN', 'ADP')",47,11
Town,Taxco,"('DET', 'NOUN', 'PUNCT', 'DET')",44,12
Town,Taxco,"('VERB', 'DET', 'NOUN', 'ADP')",44,13
Town,Taxco,"('ADJ', 'ADP', 'DET', 'NOUN')",43,14
Town,Taxco,"('PUNCT', 'DET', 'NOUN', 'AUX')",42,15
Town,Taxco,"('NOUN', 'ADP', 'NOUN', 'ADP')",40,16
Town,Taxco,"('DET', 'NOUN', 'PRON', 'VERB')",40,17
Town,Taxco,"('PRON', 'VERB', 'DET', 'NOUN')",39,18
Town,Taxco,"('VERB', 'DET', 'NOUN', 'PUNCT')",39,19
Town,Taxco,"('DET', 'NOUN', 'ADJ', 'ADP')",39,20
Town,Teotihuacan,"('NOUN', 'ADP', 'DET', 'NOUN')",102,1
Town,Teotihuacan,"('ADP', 'DET', 'NOUN', 'PUNCT')",93,2
Town,Teotihuacan,"('VERB', 'ADP', 'DET', 'NOUN')",92,3
Town,Teotihuacan,"('ADP', 'DET', 'NOUN', 'ADP')",80,4
Town,Teotihuacan,"('DET', 'NOUN', 'ADP', 'NOUN')",78,5
Town,Teotihuacan,"('DET', 'NOUN', 'ADP', 'DET')",69,6
Town,Teotihuacan,"('NOUN', 'PUNCT', 'DET', 'NOUN')",55,7
Town,Teotihuacan,"('VERB', 'DET', 'NOUN', 'ADP')",54,8
Town,Teotihuacan,"('VERB', 'DET', 'NOUN', 'PUNCT')",53,9
Town,Teotihuacan,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",46,10
Town,Teotihuacan,"('ADV', 'ADP', 'DET', 'NOUN')",33,11
Town,Teotihuacan,"('ADP', 'DET', 'NOUN', 'ADJ')",32,12
Town,Teotihuacan,"('DET', 'NOUN', 'PUNCT', 'DET')",32,13
Town,Teotihuacan,"('DET', 'NOUN', 'ADJ', 'PUNCT')",31,14
Town,Teotihuacan,"('PRON', 'VERB', 'DET', 'NOUN')",31,15
Town,Teotihuacan,"('ADJ', 'ADP', 'DET', 'NOUN')",30,16
Town,Teotihuacan,"('PRON', 'VERB', 'ADP', 'DET')",30,17
Town,Teotihuacan,"('ADJ', 'PUNCT', 'DET', 'NOUN')",30,18
Town,Teotihuacan,"('ADP', 'DET', 'NOUN', 'CCONJ')",29,19
Town,Teotihuacan,"('DET', 'NOUN', 'PRON', 'VERB')",29,20
Town,Tepotzotlan,"('NOUN', 'ADP', 'DET', 'NOUN')",37,1
Town,Tepotzotlan,"('DET', 'NOUN', 'ADP', 'NOUN')",31,2
Town,Tepotzotlan,"('DET', 'NOUN', 'ADP', 'DET')",22,3
Town,Tepotzotlan,"('ADP', 'DET', 'NOUN', 'PUNCT')",21,4
Town,Tepotzotlan,"('VERB', 'DET', 'NOUN', 'ADP')",21,5
Town,Tepotzotlan,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",19,6
Town,Tepotzotlan,"('ADP', 'DET', 'NOUN', 'ADP')",18,7
Town,Tepotzotlan,"('NOUN', 'PUNCT', 'DET', 'NOUN')",18,8
Town,Tepotzotlan,"('PUNCT', 'DET', 'NOUN', 'ADP')",16,9
Town,Tepotzotlan,"('ADJ', 'PUNCT', 'DET', 'NOUN')",15,10
Town,Tepotzotlan,"('NOUN', 'ADP', 'NOUN', 'ADP')",14,11
Town,Tepotzotlan,"('VERB', 'ADP', 'DET', 'NOUN')",13,12
Town,Tepotzotlan,"('PUNCT', 'DET', 'NOUN', 'ADV')",12,13
Town,Tepotzotlan,"('ADP', 'NOUN', 'ADP', 'NOUN')",12,14
Town,Tepotzotlan,"('ADP', 'VERB', 'DET', 'NOUN')",11,15
Town,Tepotzotlan,"('PRON', 'VERB', 'DET', 'NOUN')",11,16
Town,Tepotzotlan,"('DET', 'NOUN', 'PRON', 'VERB')",11,17
Town,Tepotzotlan,"('VERB', 'DET', 'NOUN', 'PUNCT')",11,18
Town,Tepotzotlan,"('VERB', 'ADP', 'NOUN', 'ADP')",10,19
Town,Tepotzotlan,"('DET', 'NOUN', 'ADJ', 'PUNCT')",10,20
Town,Tepoztlan,"('DET', 'NOUN', 'ADP', 'NOUN')",96,1
Town,Tepoztlan,"('NOUN', 'ADP', 'DET', 'NOUN')",86,2
Town,Tepoztlan,"('ADP', 'DET', 'NOUN', 'PUNCT')",64,3
Town,Tepoztlan,"('DET', 'NOUN', 'ADP', 'DET')",61,4
Town,Tepoztlan,"('NOUN', 'PUNCT', 'DET', 'NOUN')",57,5
Town,Tepoztlan,"('VERB', 'DET', 'NOUN', 'ADP')",56,6
Town,Tepoztlan,"('ADP', 'DET', 'NOUN', 'ADP')",56,7
Town,Tepoztlan,"('VERB', 'ADP', 'DET', 'NOUN')",55,8
Town,Tepoztlan,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",50,9
Town,Tepoztlan,"('DET', 'NOUN', 'ADJ', 'PUNCT')",49,10
Town,Tepoztlan,"('ADJ', 'PUNCT', 'DET', 'NOUN')",47,11
Town,Tepoztlan,"('DET', 'NOUN', 'AUX', 'ADJ')",41,12
Town,Tepoztlan,"('NOUN', 'ADP', 'NOUN', 'ADP')",41,13
Town,Tepoztlan,"('PUNCT', 'DET', 'NOUN', 'AUX')",35,14
Town,Tepoztlan,"('ADP', 'NOUN', 'ADP', 'NOUN')",33,15
Town,Tepoztlan,"('VERB', 'DET', 'NOUN', 'PUNCT')",31,16
Town,Tepoztlan,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",31,17
Town,Tepoztlan,"('DET', 'NOUN', 'AUX', 'ADV')",29,18
Town,Tepoztlan,"('PUNCT', 'DET', 'NOUN', 'ADP')",28,19
Town,Tepoztlan,"('PRON', 'VERB', 'DET', 'NOUN')",26,20
Town,Tequila,"('NOUN', 'ADP', 'DET', 'NOUN')",72,1
Town,Tequila,"('DET', 'NOUN', 'ADP', 'NOUN')",66,2
Town,Tequila,"('VERB', 'ADP', 'DET', 'NOUN')",52,3
Town,Tequila,"('ADP', 'DET', 'NOUN', 'PUNCT')",48,4
Town,Tequila,"('DET', 'NOUN', 'ADP', 'DET')",42,5
Town,Tequila,"('ADP', 'DET', 'NOUN', 'ADP')",39,6
Town,Tequila,"('DET', 'NOUN', 'ADJ', 'PUNCT')",39,7
Town,Tequila,"('VERB', 'DET', 'NOUN', 'ADP')",38,8
Town,Tequila,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",35,9
Town,Tequila,"('ADP', 'DET', 'NOUN', 'ADJ')",32,10
Town,Tequila,"('NOUN', 'ADP', 'NOUN', 'ADP')",28,11
Town,Tequila,"('PRON', 'VERB', 'DET', 'NOUN')",28,12
Town,Tequila,"('NOUN', 'PUNCT', 'DET', 'NOUN')",28,13
Town,Tequila,"('ADJ', 'PUNCT', 'DET', 'NOUN')",28,14
Town,Tequila,"('DET', 'NOUN', 'PRON', 'VERB')",26,15
Town,Tequila,"('DET', 'ADJ', 'NOUN', 'ADP')",25,16
Town,Tequila,"('ADP', 'DET', 'ADJ', 'NOUN')",21,17
Town,Tequila,"('VERB', 'DET', 'NOUN', 'PUNCT')",20,18
Town,Tequila,"('PUNCT', 'DET', 'NOUN', 'ADP')",20,19
Town,Tequila,"('DET', 'NOUN', 'PUNCT', 'VERB')",19,20
Town,Tequisquiapan,"('NOUN', 'ADP', 'DET', 'NOUN')",77,1
Town,Tequisquiapan,"('ADP', 'DET', 'NOUN', 'PUNCT')",58,2
Town,Tequisquiapan,"('DET', 'NOUN', 'ADP', 'NOUN')",56,3
Town,Tequisquiapan,"('VERB', 'DET', 'NOUN', 'ADP')",48,4
Town,Tequisquiapan,"('DET', 'NOUN', 'ADP', 'DET')",48,5
Town,Tequisquiapan,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",43,6
Town,Tequisquiapan,"('ADJ', 'PUNCT', 'DET', 'NOUN')",41,7
Town,Tequisquiapan,"('DET', 'NOUN', 'AUX', 'ADJ')",37,8
Town,Tequisquiapan,"('NOUN', 'PUNCT', 'DET', 'NOUN')",37,9
Town,Tequisquiapan,"('VERB', 'ADP', 'DET', 'NOUN')",35,10
Town,Tequisquiapan,"('ADP', 'DET', 'NOUN', 'ADP')",34,11
Town,Tequisquiapan,"('PUNCT', 'DET', 'NOUN', 'AUX')",33,12
Town,Tequisquiapan,"('DET', 'NOUN', 'ADJ', 'PUNCT')",32,13
Town,Tequisquiapan,"('VERB', 'DET', 'NOUN', 'PUNCT')",31,14
Town,Tequisquiapan,"('PRON', 'VERB', 'DET', 'NOUN')",28,15
Town,Tequisquiapan,"('PUNCT', 'DET', 'NOUN', 'ADP')",28,16
Town,Tequisquiapan,"('ADJ', 'ADP', 'DET', 'NOUN')",24,17
Town,Tequisquiapan,"('ADP', 'DET', 'NOUN', 'ADJ')",24,18
Town,Tequisquiapan,"('ADP', 'DET', 'NOUN', 'CCONJ')",23,19
Town,Tequisquiapan,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",23,20
Town,Tlaquepaque,"('NOUN', 'ADP', 'DET', 'NOUN')",119,1
Town,Tlaquepaque,"('ADP', 'DET', 'NOUN', 'PUNCT')",113,2
Town,Tlaquepaque,"('DET', 'NOUN', 'ADP', 'NOUN')",91,3
Town,Tlaquepaque,"('VERB', 'ADP', 'DET', 'NOUN')",88,4
Town,Tlaquepaque,"('DET', 'NOUN', 'ADP', 'DET')",73,5
Town,Tlaquepaque,"('ADP', 'DET', 'NOUN', 'ADP')",71,6
Town,Tlaquepaque,"('NOUN', 'PUNCT', 'DET', 'NOUN')",64,7
Town,Tlaquepaque,"('VERB', 'DET', 'NOUN', 'ADP')",60,8
Town,Tlaquepaque,"('DET', 'NOUN', 'PUNCT', 'DET')",50,9
Town,Tlaquepaque,"('ADJ', 'PUNCT', 'DET', 'NOUN')",49,10
Town,Tlaquepaque,"('DET', 'NOUN', 'AUX', 'ADJ')",49,11
Town,Tlaquepaque,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",47,12
Town,Tlaquepaque,"('PRON', 'VERB', 'DET', 'NOUN')",46,13
Town,Tlaquepaque,"('PUNCT', 'DET', 'NOUN', 'AUX')",45,14
Town,Tlaquepaque,"('VERB', 'DET', 'NOUN', 'PUNCT')",41,15
Town,Tlaquepaque,"('ADJ', 'ADP', 'DET', 'NOUN')",41,16
Town,Tlaquepaque,"('DET', 'NOUN', 'PRON', 'VERB')",40,17
Town,Tlaquepaque,"('PRON', 'VERB', 'ADP', 'DET')",39,18
Town,Tlaquepaque,"('VERB', 'DET', 'NOUN', 'ADJ')",34,19
